record_id,idx,source_idx,split,true_class,v116_candidate_type,v116_generated,true_y,svm_pred,mlp_pred,conformer_pred,svm_good_score,svm_medium_score,svm_bad_score,mlp_good_prob,mlp_medium_prob,mlp_bad_prob,conformer_good_prob,conformer_medium_prob,conformer_bad_prob,sqi_nearest_good_id,sqi_distance,l_detail,l_base,mlp_gm_margin,conformer_gm_margin
butv116_00007,7,21,test,good,original_but,0,0,good,good,good,0.8132309039794371,0.1823995122496846,0.0043695837708782,0.7350425717533884,0.1854003927561932,1.000081292987222e-05,0.9768400192260742,0.0230171345174312,0.0001428213872713,,,0.6965198307985618,0.3801531463067568,0.5496421789971953,0.9538228847086431
butv116_00027,27,55,test,good,original_but,0,0,good,good,good,0.67710518432615,0.3171521608105809,0.0057426548632689,0.6478174507199411,0.2064090933770304,1.7798003940002927e-05,0.9949548840522766,0.0049141910858452,0.0001309434592258,,,0.7158653340985068,0.2670026561821799,0.44140835734291073,0.9900406929664314
butv116_00038,38,72,test,good,original_but,0,0,good,good,good,0.6033052587759461,0.3905863602860512,0.0061083809380028,0.5500703969018701,0.2746523547505148,1.1398657153680715e-05,0.991152822971344,0.0086285276338458,0.0002186544588766,,,0.6796475920381352,0.2622853099140305,0.2754180421513553,0.9825242953374982
butv116_00041,41,79,test,good,original_but,0,0,good,good,good,0.717156421641392,0.2773794832639714,0.0054640950946366,0.624425952473367,0.2348557313301522,1.157577682056872e-05,0.9942029118537904,0.0056382906623184,0.0001587922743055,,,0.6612230572620674,0.2407204981646835,0.38957022114321477,0.988564621191472
butv116_00044,44,83,test,good,original_but,0,0,good,good,good,0.8341735168637999,0.1619772858027138,0.0038491973334863,0.7444751890759786,0.1956341248976742,9.286435640613177e-06,0.9927322268486024,0.0071212276816368,0.0001464809902245,,,0.6747750803182065,0.2888324247771608,0.5488410641783045,0.9856109991669656
butv116_00063,63,107,test,good,original_but,0,0,good,good,good,0.7756465880951723,0.2196369065380798,0.0047165053667475,0.7236356227968446,0.1787653776551772,1.727685590249245e-05,0.9942476749420166,0.0056117456406354,0.0001405275834258,,,0.6759909502787743,0.3445257437062259,0.5448702451416674,0.9886359293013812
butv116_00065,65,109,test,good,original_but,0,0,good,good,good,0.860248158100387,0.1357995922662404,0.0039522496333726,0.8142011191652779,0.1366997786252918,1.553578971756941e-05,0.9937503933906556,0.0060827084816992,0.0001669314515311,,,0.68328095045735,0.2563772995157908,0.6775013405399861,0.9876676849089564
butv116_00066,66,110,test,good,original_but,0,0,good,good,good,0.7914024182049127,0.2037748875034603,0.004822694291627,0.7438443874812091,0.1652282841369775,1.570883486460801e-05,0.9940370321273804,0.0057996376417577,0.0001632545609027,,,0.6732349213147767,0.179451918355464,0.5786161033442316,0.9882373944856226
butv116_00088,88,141,test,good,original_but,0,0,good,good,good,0.8471073916529441,0.1493054741942552,0.0035871341528007,0.7912987361199069,0.1550619650116967,2.102111858085455e-05,0.9905039668083192,0.009347909130156,0.0001480402424931,,,0.6919122341690871,0.3488438246142081,0.6362367711082102,0.9811560576781632
butv116_00089,89,142,test,good,original_but,0,0,good,good,good,0.6701817219470468,0.3246320671273461,0.005186210925607,0.5875278352618395,0.2685139542374938,1.3095227430771572e-05,0.9794870018959044,0.0203748755156993,0.0001381426991429,,,0.6905450281676784,0.2545383999026356,0.3190138810243457,0.9591121263802052
