record_id,orig_record_id,source_record_id,split,quality_record,y,generated,candidate_type,I_rms,I_ptp,I_diff95,I_q10,I_q50,I_q90,I_base_std,I_high_rms,II_rms,II_ptp,II_diff95,II_q10,II_q50,II_q90,II_base_std,II_high_rms,III_rms,III_ptp,III_diff95,III_q10,III_q50,III_q90,III_base_std,III_high_rms,AVR_rms,AVR_ptp,AVR_diff95,AVR_q10,AVR_q50,AVR_q90,AVR_base_std,AVR_high_rms,AVL_rms,AVL_ptp,AVL_diff95,AVL_q10,AVL_q50,AVL_q90,AVL_base_std,AVL_high_rms,AVF_rms,AVF_ptp,AVF_diff95,AVF_q10,AVF_q50,AVF_q90,AVF_base_std,AVF_high_rms,V1_rms,V1_ptp,V1_diff95,V1_q10,V1_q50,V1_q90,V1_base_std,V1_high_rms,V2_rms,V2_ptp,V2_diff95,V2_q10,V2_q50,V2_q90,V2_base_std,V2_high_rms,V3_rms,V3_ptp,V3_diff95,V3_q10,V3_q50,V3_q90,V3_base_std,V3_high_rms,V4_rms,V4_ptp,V4_diff95,V4_q10,V4_q50,V4_q90,V4_base_std,V4_high_rms,V5_rms,V5_ptp,V5_diff95,V5_q10,V5_q50,V5_q90,V5_base_std,V5_high_rms,V6_rms,V6_ptp,V6_diff95,V6_q10,V6_q50,V6_q90,V6_base_std,V6_high_rms,median_rms,median_ptp,median_diff95,median_base_std,median_high_rms,lead_corr_mean,amp_entropy,group,PC1,PC2
r00000,1002603,1002603,train,unacceptable,0,0,original_seta,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9891586303711,0.0,0.0,80.0000228881836,80.0000228881836,80.0000228881836,9.550880432128906,10.341711044311523,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,9.550880432128906,10.341711044311523,0.6368899345397949,1.0177469400908588,original unacceptable,9.493092946138805,-2.8898493494107376
r00002,1003574,1003574,train,unacceptable,0,0,original_seta,0.4528293907642364,2.283545970916748,0.2408725470304489,-0.4925183057785034,-0.0671422183513641,0.4324196279048919,0.1456898152828216,0.4198301434516907,0.8851204514503479,6.10712194442749,0.1683551520109176,-0.6316848397254944,-0.0332613326609134,0.7519485950469971,0.1892888396978378,0.911920130252838,0.943179488182068,6.927145957946777,0.2269474267959594,-0.7250130772590637,0.0426047407090663,0.4698252379894256,0.1852314174175262,0.9884349703788756,0.5206661820411682,3.1403212547302246,0.1678414642810821,-0.4867960512638092,0.0465638116002082,0.589807391166687,0.1409128606319427,0.5089225769042969,0.5930132865905762,4.047351360321045,0.2232024371623993,-0.443215012550354,-0.0434445366263389,0.5715386867523193,0.1369812935590744,0.6075102686882019,0.8860947489738464,6.488085746765137,0.1685613691806793,-0.5833755731582642,-0.0233504865318536,0.6011497378349304,0.1724967509508133,0.9274446964263916,0.9556396007537842,5.51884126663208,0.7660219073295593,-0.8334397077560425,-0.1770325899124145,1.2139426469802856,0.2706588804721832,0.8904837369918823,0.5467562675476074,2.770712614059448,0.2910783886909485,-0.5803947448730469,-0.1026355326175689,0.7104936838150024,0.165139839053154,0.5016201138496399,78.24779510498047,82.00806427001953,0.268939733505249,-80.33930206298828,-80.05998992919922,-80.0000228881836,10.509483337402344,18.397003173828125,0.7983784079551697,5.171224594116211,0.5018783211708069,-0.7487916350364685,-0.116811990737915,0.6935358643531799,0.2179370671510696,0.753189742565155,0.8211817741394043,5.45089054107666,0.6098148226737976,-0.6698725819587708,-0.0523586198687553,0.7015539407730103,0.2008212059736251,0.7855902314186096,0.6266078948974609,4.039264678955078,0.4844387769699096,-0.5543667078018188,-0.0347954183816909,0.5958608388900757,0.1701682806015014,0.5948229432106018,0.8097801208496094,5.311057567596436,0.2549061477184295,0.1788640916347503,0.7693899869918823,0.094156377017498,0.5976963187274852,original unacceptable,-4.541156114534248,1.1479938090457544
r00003,1004502,1004502,train,unacceptable,0,0,original_seta,0.1461517214775085,0.8411076068878174,0.1015940234065055,-0.1556777060031891,0.0066001852974295,0.1797955781221389,0.0092388559132814,0.1471015363931656,0.2415560483932495,1.2825310230255127,0.1462434530258178,-0.3702006638050079,0.0467765554785728,0.2309193611145019,0.0137844765558838,0.241553783416748,0.261942595243454,1.4213635921478271,0.1840267330408096,-0.3886577486991882,0.0535516068339347,0.2076604515314102,0.0191847868263721,0.2628936171531677,0.1498863697052002,0.776146650314331,0.0938256308436393,-0.1727810204029083,-0.0237658414989709,0.1811119019985199,0.0067169717513024,0.1499369740486145,0.1747176051139831,0.953885555267334,0.1256588399410247,-0.1525951921939849,-0.0251500494778156,0.2623032927513122,0.0134474504739046,0.175843060016632,0.2412014752626419,1.3027255535125732,0.1590736508369445,-0.3593362271785736,0.0526072345674037,0.1982643157243728,0.0161028187721967,0.24158476293087,0.1895918995141983,0.9967694282531738,0.1374692469835281,-0.1933735609054565,-0.0066548334434628,0.247818723320961,0.0123670119792222,0.1888022720813751,1.1603566408157349,7.702688217163086,0.531132161617279,-0.9920223355293274,0.0276994667947292,1.0815991163253784,0.1062831282615661,1.168176293373108,0.6688150763511658,3.8976526260375977,0.5255125164985657,-0.6847361326217651,0.0509489029645919,0.6673005223274231,0.0327253900468349,0.6672108173370361,0.677340567111969,3.6321074962615967,0.581896960735321,-0.8214325308799744,0.0296905115246772,0.6177436113357544,0.0284435730427503,0.6793164014816284,0.5296775698661804,2.7840464115142822,0.3996010720729828,-0.6487001180648804,0.0866471454501152,0.4892591536045074,0.0287168584764003,0.5303112864494324,0.3983907103538513,2.0891737937927246,0.2646617591381073,-0.4721662104129791,0.0614348202943801,0.4059319496154785,0.0225596912205219,0.3984590172767639,0.2517493367195129,1.3620445728302002,0.1715501844882965,0.0176438018679618,0.2522391974925995,0.0828961059451103,1.6206140297629674,original unacceptable,-6.432433761888924,-0.08980058343727437
r00014,1028102,1028102,train,unacceptable,0,0,original_seta,0.0474025383591651,0.2954211235046386,0.0964971706271171,-0.0365359485149383,0.0024495576508343,0.0503742061555385,0.0021939014550298,0.0467586144804954,0.1312081664800644,0.7542474269866943,0.1110708564519882,-0.0767352730035781,-0.0265547707676887,0.0547864325344562,0.0081649320200085,0.1295274943113327,0.1240637078881263,0.6806445717811584,0.1304460763931274,-0.0803632065653801,-0.0288860276341438,0.0366025753319263,0.0081131849437952,0.1226193904876709,0.0760551244020462,0.4778454899787903,0.0931409671902656,-0.048721857368946,0.0110392030328512,0.0446848683059215,0.0043456139974296,0.0750028863549232,0.0675902515649795,0.409704327583313,0.1098370775580406,-0.0281711742281913,0.0173630118370056,0.0556645840406417,0.0043650954030454,0.0668158531188964,0.1254758983850479,0.6805605888366699,0.0958490073680877,-0.0738376677036285,-0.0271558389067649,0.0403925105929374,0.008091521449387,0.1239413693547248,0.1855272948741912,1.114918231964111,0.210063099861145,-0.0401375442743301,0.0387359708547592,0.1331373006105423,0.0104735782369971,0.1815341711044311,0.320840060710907,1.8475561141967771,0.3069404661655426,-0.0086060706526041,0.0644375756382942,0.2111542522907257,0.0171356163918972,0.3150126338005066,0.2936210930347442,1.7367777824401855,0.3302468955516815,-0.0014344808878377,0.0626493245363235,0.1929658651351928,0.0150995170697569,0.2886779904365539,0.1106565296649932,0.7907798290252686,0.1342250555753708,-0.0158713795244693,0.0279568806290626,0.0613454170525074,0.004717081785202,0.1095538213849067,0.0946389287710189,0.6362609267234802,0.1313326954841613,-0.0860991105437278,-0.0187436286360025,0.0331878624856472,0.019691003486514,0.0907280147075653,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,0.1247698068618774,0.6806025505065918,0.1207584664225578,0.0081390589475631,0.1232803761959075,-0.0182974785566329,0.3254741695879573,original unacceptable,-5.234990925123655,-0.9548402216776103
r00018,1030400,1030400,train,unacceptable,0,0,original_seta,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9891586303711,0.0,0.0,80.0000228881836,80.0000228881836,80.0000228881836,9.550880432128906,10.341711044311523,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,9.550880432128906,10.341711044311523,0.6368899345397949,1.0177469400908588,original unacceptable,9.493092946138832,-2.889849349410723
r00019,1030943,1030943,train,unacceptable,0,0,original_seta,0.0745588093996048,0.4217225909233093,0.0562283135950565,-0.0725093185901641,0.0116769466549158,0.0801469460129737,0.0110975466668605,0.0727270245552063,79.13483428955078,154.7473907470703,2.2097768783569336,-84.66304779052734,-79.98001098632812,-79.98001098632812,12.26927661895752,25.22021102905273,79.14218139648438,154.8211669921875,2.225146770477295,-84.7035140991211,-80.00588989257812,-79.8522720336914,12.268003463745115,25.217512130737305,39.56238555908203,77.33415985107422,1.085402488708496,39.93119812011719,39.99908447265625,42.35093688964844,6.135176658630371,12.61117935180664,39.575286865234375,77.44782257080078,1.0835785865783691,39.862281799316406,40.01476287841797,42.33606719970703,6.133299350738525,12.607758522033691,79.13834381103516,154.7873077392578,2.2289249897003174,-84.68365478515625,-79.99378967285156,-79.9129867553711,12.268625259399414,25.218873977661133,77.14165496826172,84.38025665283203,0.7874679565429688,-80.0000228881836,-80.0000228881836,-76.76520538330078,11.553263664245604,17.929067611694336,77.13905334472656,84.37762451171875,0.7930428981781006,-80.0000228881836,-80.0000228881836,-76.75726318359375,11.55490779876709,17.93336296081543,77.03800964355469,82.19337463378906,0.7660959959030151,-80.0000228881836,-79.98001098632812,-76.2611083984375,11.512762069702148,17.562501907348633,76.95037841796875,80.43409729003906,0.7408683896064758,-80.01998901367188,-79.98001098632812,-75.47216796875,11.4685697555542,17.179750442504883,76.92755889892578,80.50616455078125,0.7258557081222534,-80.01998901367188,-79.93998718261719,-75.5278549194336,11.468069076538086,17.210487365722656,76.94622039794922,80.5169448852539,0.7422971129417419,-80.0000228881836,-79.98001098632812,-75.48345184326172,11.474424362182615,17.19146156311035,76.99419403076172,81.35516357421875,0.7902554273605347,11.493593215942385,17.386493682861328,0.2794214487075805,1.5874608000042096,original unacceptable,11.44814146582153,19.52132818197214
r00023,1038105,1038105,train,unacceptable,0,0,original_seta,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9891586303711,0.0,0.0,80.0000228881836,80.0000228881836,80.0000228881836,9.550880432128906,10.341711044311523,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,39.99457931518555,0.0,0.0,-40.0000114440918,-40.0000114440918,-40.0000114440918,4.775440216064453,5.170855522155762,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,79.9891586303711,0.0,0.0,9.550880432128906,10.341711044311523,0.6368899345397949,1.0177469400908588,original unacceptable,9.493092946138832,-2.889849349410723
r00027,1050325,1050325,train,unacceptable,0,0,original_seta,0.1014675125479698,0.6903058290481567,0.0935218334197998,-0.0732984021306037,-0.0015360834077,0.1123755499720573,0.0286028981208801,0.0944637358188629,0.0698743909597396,0.3889485597610473,0.0743791386485099,-0.0592352002859115,0.0098919458687305,0.0807202979922294,0.0082467617467045,0.0686222985386848,0.0699576139450073,0.4676406979560852,0.0801606327295303,-0.0757270082831382,0.0083632078021764,0.0493883155286312,0.0265016946941614,0.060811560600996,0.0789596885442733,0.4901918172836303,0.0762188881635665,-0.0844287425279617,-0.0066109136678278,0.0611177012324333,0.0160921104252338,0.0760086774826049,0.0794169828295707,0.5397655963897705,0.0845630392432212,-0.0544609241187572,-0.0063534369692206,0.0904708355665206,0.0272066202014684,0.0712390542030334,0.0478959567844867,0.2576110064983368,0.0702763944864273,-0.0529303476214408,0.0016275774687528,0.0547322630882263,0.0136293964460492,0.0441207252442836,0.067293494939804,0.4633375406265259,0.0775064527988433,-0.0441852286458015,0.0134836696088314,0.0691518560051918,0.0116838589310646,0.0643825158476829,0.0865648835897445,0.5753547549247742,0.1182611957192421,-0.0298449005931615,0.0253172405064106,0.0697660893201828,0.0095426347106695,0.0842930972576141,79.9891586303711,0.0,0.0,-80.0000228881836,-80.0000228881836,-80.0000228881836,9.550880432128906,10.341711044311523,0.1806153208017349,1.09830641746521,0.1817083954811096,-0.1528870314359665,0.0283434502780437,0.163588136434555,0.0294858552515506,0.1743232607841491,0.1582548469305038,1.1253076791763306,0.1605938076972961,-0.0815096348524093,0.0068636564537882,0.1219796240329742,0.0112492553889751,0.1555958241224289,46.59284973144531,82.95790100097656,0.2067581266164779,-80.0609130859375,-0.0656012147665023,0.1042823940515518,32.51081848144531,12.8002347946167,0.0829909294843673,0.5149787068367004,0.0823618322610855,0.0212969034910202,0.0801508873701095,0.0187612809240818,0.4801897164385986,original unacceptable,-4.06534125533056,-0.4983427303945482
r00028,1052879,1052879,train,unacceptable,0,0,original_seta,0.0905714556574821,0.592268168926239,0.0538867749273777,-0.0764621496200561,-0.0383331999182701,0.0548176653683185,0.010116608813405,0.087908074259758,0.1275707781314849,0.8378119468688965,0.0765831917524337,-0.0911946818232536,-0.0477329716086387,0.0991068482398986,0.0125902015715837,0.125011146068573,0.0635156333446502,0.3943256735801697,0.0602958872914314,-0.034454807639122,-0.0049364357255399,0.0631589069962501,0.004540242254734,0.0625360161066055,0.105263777077198,0.6638462543487549,0.0589911341667175,-0.073476493358612,0.0424741581082344,0.0800090357661247,0.0109968725591897,0.102814681828022,0.045094359666109,0.3187310397624969,0.0372290126979351,-0.0408768542110919,-0.0137043520808219,0.0142656937241554,0.0045845233835279,0.0436205901205539,0.0895204469561576,0.647431492805481,0.0601578988134861,-0.0588852725923061,-0.0247523821890354,0.0751111507415771,0.0077896299771964,0.0880801826715469,4.850251197814941,24.186771392822266,0.6572447419166565,-0.952601194381714,0.0248333998024463,0.0587837696075439,1.028457760810852,4.667938709259033,0.0602359101176261,0.4268966913223266,0.0534092113375663,-0.0285010188817977,0.0168274268507957,0.043319322168827,0.0051211318932473,0.0590507872402668,0.1138124912977218,0.8750803470611572,0.1219296604394912,-0.0564701743423938,-0.0101488903164863,0.1266469657421112,0.0064484411850571,0.1125472411513328,0.2269411832094192,1.537764549255371,0.201657086610794,-0.0927488803863525,-0.0494005307555198,0.1209231093525886,0.0082104280591011,0.2244463413953781,0.2071766406297683,1.3767191171646118,0.1376852840185165,-0.0824216157197952,-0.045896079391241,0.1128055676817894,0.0078822923824191,0.2046215832233429,0.1598797142505645,1.0226900577545166,0.0884293541312217,-0.069524772465229,-0.0384431518614292,0.108452521264553,0.0053662676364183,0.1579439342021942,0.1095381379127502,0.7508291006088257,0.0684395432472229,0.0078359609469771,0.1076809614896774,0.1874220073223114,0.1533228936727257,original unacceptable,-6.261706309833849,-1.0941056371992421
r00032,1063069,1063069,train,unacceptable,0,0,original_seta,0.0970340147614479,0.6582033634185791,0.0836930200457573,-0.0764941051602363,0.006901690736413,0.0814754739403724,0.0077752312645316,0.0941293686628341,0.1052070036530494,0.693973183631897,0.0723419114947319,-0.0970025733113288,0.0191459245979785,0.0957502052187919,0.0089450925588607,0.1031930297613143,0.1747299879789352,1.295366883277893,0.0990264266729354,-0.0990132242441177,-0.000544138776604,0.1504076570272445,0.009944480843842,0.171132743358612,0.0502206794917583,0.2649608850479126,0.0518190078437328,-0.0680508613586425,-0.0081614749506115,0.0520961321890354,0.006677383556962,0.04849848523736,0.1315403431653976,0.9825574159622192,0.0900685787200927,-0.1155870035290718,0.0090833585709333,0.070137545466423,0.0077446498908102,0.128462940454483,0.1361505687236786,1.0005451440811155,0.073249839246273,-0.0965914577245712,0.0112673062831163,0.1197695359587669,0.0086019886657595,0.1335722804069519,0.0548900477588176,0.3023146688938141,0.066159501671791,-0.0589466989040374,0.0161874610930681,0.0654369816184043,0.0051216292195022,0.0542419888079166,0.0860902369022369,0.3880729079246521,0.0758325457572937,-0.1189600527286529,0.0374498032033443,0.0747029334306716,0.0056496397592127,0.0842163637280464,0.1892032325267791,1.2746641635894775,0.1517964601516723,-0.1213276833295822,0.0607615336775779,0.1073705106973648,0.0097455326467752,0.1887273341417312,0.1224259883165359,0.781578540802002,0.0943543612957,-0.1227091699838638,0.0415317863225936,0.0965955778956413,0.0081089120358228,0.1214715912938118,0.0700267180800437,0.3766231834888458,0.0647323131561279,-0.0805841758847236,0.0222783107310533,0.0769268423318862,0.0064306450076401,0.068589374423027,0.3105734884738922,2.177288293838501,0.099870778620243,-0.2314427495002746,0.008577917702496,0.2570929527282715,0.034149806946516,0.3070491552352905,0.113816499710083,0.7377758622169495,0.0797627866268158,0.0079420711845159,0.1123323142528534,0.0652204751968383,1.8424820964058608,original unacceptable,-6.420010990007662,-0.9712095241318547
