pair,class,record_id,source_idx,time_s,z,sqi_distance,l_detail,conformer_medium_prob,iSQI,bSQI,pSQI,sSQI,kSQI,fSQI,basSQI
1,good,butv116_00038,72,0.0,0.21705769793488927,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.008,-0.07127940877409814,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.016,0.017940332563550935,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.024,-0.008105471343194729,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.032,-0.004159380344897313,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.04,-0.028906999555205266,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.048,-0.004988175911077965,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.056,0.027719970040100995,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.064,0.030168346977174604,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.072,-0.010715720636300522,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.08,0.010909040502932224,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.088,-0.01228318213714762,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.096,-0.0302814939421351,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.104,0.01916613336583462,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.112,-0.02411302189127746,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.12,-0.013390741630058833,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.128,-0.06799462451500082,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.136,-0.11437619700506428,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.144,-0.018044460263078262,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.152,-0.06500511616081063,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.16,-0.043232654921623766,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
1,good,butv116_00038,72,0.168,0.10545768404942202,0.41753567702678984,0.6796475920381352,0.0051429597660899,0.9999999999999286,0.9285714285713622,0.6415245684517936,0.9495584644591077,0.7241872527981694,0.0032025620496397116,0.9912450700816194
