record_id,true_class,mlp_gm_margin,conformer_gm_margin,mlp_pred,conformer_pred
butv116_00007,good,0.5496421789971953,0.9538228847086431,good,good
butv116_00027,good,0.44140835734291073,0.9900406929664314,good,good
butv116_00038,good,0.2754180421513553,0.9825242953374982,good,good
butv116_00041,good,0.38957022114321477,0.988564621191472,good,good
butv116_00044,good,0.5488410641783045,0.9856109991669656,good,good
butv116_00063,good,0.5448702451416674,0.9886359293013812,good,good
butv116_00065,good,0.6775013405399861,0.9876676849089564,good,good
butv116_00066,good,0.5786161033442316,0.9882373944856226,good,good
butv116_00088,good,0.6362367711082102,0.9811560576781632,good,good
butv116_00089,good,0.3190138810243457,0.9591121263802052,good,good
butv116_00109,good,0.4413716829575677,0.9808568805456163,good,good
butv116_00118,good,0.38466407955959436,0.8362815752625464,good,good
butv116_00120,good,0.4479635811791245,0.9793477654457092,good,good
butv116_00135,good,0.3959786650641305,0.9261889755725862,good,good
butv116_00141,good,0.7102382159631168,0.7607676461338997,good,good
butv116_00162,good,0.8590938729705053,0.9736654125154018,good,good
butv116_00211,good,0.758778852938405,0.8910098150372506,good,good
butv116_00236,good,0.7294380942414973,0.9148901551961898,good,good
butv116_00238,good,0.6895787889216778,0.9789294209331276,good,good
butv116_00242,good,0.6859423023197572,0.9603094328194858,good,good
butv116_00254,good,0.7799935288580779,0.9213366769254207,good,good
butv116_00258,good,0.7326969357567245,0.9518121015280487,good,good
butv116_00283,good,0.6862439034619175,0.8744211494922638,good,good
butv116_00297,good,0.5774703008508466,0.6472288221120834,good,good
butv116_00312,good,0.7562904849642181,0.9484530743211507,good,good
butv116_00313,good,0.5618773905770704,0.935416977852583,good,good
butv116_00314,good,0.5936950206900442,0.9540178570896389,good,good
butv116_00324,good,0.6724082348378457,0.7525761872529984,good,good
butv116_00327,good,0.7002623805082016,0.9420541543513535,good,good
butv116_00338,good,0.5511248941366091,0.8663049340248107,good,good
butv116_00340,good,0.7083536114624382,0.9181958325207233,good,good
butv116_00365,good,0.6903467636449406,0.9223757833242416,good,good
butv116_00391,good,0.7592649196329326,0.9098312817513942,good,good
butv116_00404,good,0.6146825369390616,0.9417522065341473,good,good
butv116_00411,good,0.5114232411918416,0.9547096714377403,good,good
butv116_00441,good,0.8400521409487705,0.9819656005129218,good,good
butv116_00450,good,0.7420856917508148,0.9857854060828687,good,good
butv116_00451,good,0.6653649632741256,0.9870536890812219,good,good
butv116_00455,good,0.733155093156882,0.9918668125756087,good,good
butv116_00456,good,0.6282086589607634,0.9838879713788629,good,good
butv116_00464,good,0.7059752971899897,0.983737975358963,good,good
butv116_00468,good,0.8164523297480772,0.988254447001964,good,good
butv116_00508,good,0.7424088375510983,0.9842481315135957,good,good
butv116_00513,good,0.7197695417980683,0.9805188803002237,good,good
butv116_00518,good,0.5524386983367933,0.9804991073906422,good,good
butv116_00521,good,0.6087615698171618,0.9846424949355423,good,good
butv116_00536,good,0.25156240205209657,0.181944489479065,good,good
butv116_00547,good,0.34153941309358055,0.9614648707211019,good,good
butv116_00568,good,0.6982319573968369,0.9818898411467671,good,good
butv116_00596,good,0.7178454427522692,0.990980453323573,good,good
butv116_00605,good,0.5799599113954779,0.9879666860215367,good,good
butv116_00608,good,0.8212839076690372,0.9937032624147834,good,good
butv116_00609,good,0.6326145916527792,0.9870127644389868,good,good
butv116_00612,good,0.23225749239313587,0.9781535184010866,good,good
butv116_00618,good,0.7600927303993981,0.9961808414664118,good,good
butv116_00626,good,0.7261552401971956,0.9890619521029294,good,good
butv116_00628,good,0.7306133540674133,0.9904756811447442,good,good
butv116_00673,good,0.5438510313614942,0.9960372925270349,good,good
butv116_00696,good,0.7144876903616663,0.985297353938222,good,good
butv116_00699,good,0.8023852410830996,0.9883554498665034,good,good
butv116_00734,good,0.7710601266334626,0.9896550299599768,good,good
butv116_00771,good,0.7249313942237475,0.9908602312207222,good,good
butv116_00779,good,0.8445403222172263,0.9905429226346313,good,good
butv116_00801,good,0.6052324430568334,0.9762113625183703,good,good
butv116_00817,good,0.8588852603806155,0.9955783823970705,good,good
butv116_00819,good,0.8474988117593365,0.9864220255985856,good,good
butv116_00820,good,0.5384823517217157,0.06403139233589178,good,good
butv116_00843,good,0.9023726380514899,0.9951105201616883,good,good
butv116_00844,good,0.8997685748238096,0.9936474703717977,good,good
butv116_00866,good,0.8384317677617398,0.9929763460531831,good,good
butv116_00902,good,0.2835057711545004,0.9491057712584734,good,good
butv116_00921,good,0.8594145431375914,0.9945783691946417,good,good
butv116_00926,good,0.7620847203145953,0.9855457106605172,good,good
butv116_00928,good,0.8382879212591421,0.9956272204872222,good,good
butv116_00930,good,0.9017216109402145,0.9959669592790307,good,good
butv116_00938,good,0.6685198094830997,0.9904509801417588,good,good
butv116_00945,good,0.814589280598965,0.9903970644809306,good,good
butv116_00946,good,0.44449092841050997,0.8609211966395379,good,good
butv116_00950,good,0.21742171105236796,0.932364199310541,good,good
butv116_00957,good,-0.00735661862879422,-0.5782681703567505,medium,medium
butv116_00962,good,0.047768561522894326,0.5048220306634904,good,good
butv116_00963,good,0.11916468452444245,0.977503032423556,good,good
butv116_00972,good,0.8092915317301089,0.9939787595067174,good,good
butv116_00988,good,0.5386109426701163,0.9876338401809336,good,good
butv116_00989,good,0.468543736778485,0.9891284937039018,good,good
butv116_00990,good,0.34949102543696325,0.9242781847715378,good,good
butv116_00995,good,0.7474779401257337,0.9887516717426479,good,good
butv116_01000,good,0.1886316638415267,0.9583687335252762,good,good
butv116_01008,good,0.6449294142680848,0.966748645529151,good,good
butv116_01010,good,-0.04309303476713411,0.9441581424325706,medium,good
butv116_01016,good,0.4129266244974329,0.9371629655361176,good,good
butv116_01022,good,0.4076680834637972,0.9894525893032552,good,good
butv116_01045,good,0.43244966661287815,0.9840393885970116,good,good
butv116_01047,good,0.721641889181113,0.9932323598768562,good,good
butv116_01072,good,0.13486656783764972,0.7193613797426224,good,good
butv116_01080,good,0.06090215838955915,0.5450281947851181,good,good
butv116_01092,good,-0.07406078270537475,0.8071671798825264,medium,good
butv116_01097,good,-0.021918800855007747,0.7359604984521866,medium,good
butv116_01100,good,0.2706799161842406,0.9842760497704149,good,good
butv116_01102,good,0.7819110872248275,0.9923364608548582,good,good
butv116_01105,good,0.5413040019376333,0.9919560491107403,good,good
butv116_01112,good,0.48261645665533215,0.9860416781157255,good,good
butv116_01114,good,0.6789780860688668,0.995567615609616,good,good
butv116_01119,good,0.6930877125765766,0.994072967208922,good,good
butv116_01127,good,0.8064009082422698,0.9931011302396654,good,good
butv116_01132,good,0.6122682518616573,0.9919264484196902,good,good
butv116_01136,good,0.6489985288949042,0.9894971018657089,good,good
butv116_01141,good,0.5317033135318255,0.9888759534806014,good,good
butv116_01147,good,0.45300077893473034,0.9875815608538688,good,good
butv116_01158,good,0.0671140474962802,0.8530683740973471,good,good
butv116_01164,good,-0.047552759686797286,0.9453315306454898,medium,good
butv116_01174,good,0.6757523434838523,0.3787763416767121,good,good
butv116_01176,good,0.05589560652918535,-0.5272594690322876,good,medium
butv116_01180,good,-0.17874152517406672,0.23645612597465515,medium,good
butv116_01182,good,-0.11955177771671255,-0.08101969957351685,medium,medium
butv116_01189,good,0.16867790477883782,0.12682896852493292,good,good
butv116_01201,good,0.5401291970765676,0.9882669178768992,good,good
butv116_01208,good,0.538434918740426,0.9897088636644185,good,good
butv116_01209,good,0.16886974143835992,0.9135781265795231,good,good
butv116_01234,good,0.6926671483320231,0.9879547678865492,good,good
butv116_01256,good,0.7430903267309672,0.9910236592404547,good,good
butv116_01258,good,0.7181118349623237,0.9912709067575635,good,good
butv116_01259,good,0.7991920231976445,0.9889981015585362,good,good
butv116_01260,good,0.0861616348411427,0.6340555548667908,good,good
butv116_01266,good,0.32505622603238343,0.8312416523694992,good,good
butv116_01294,good,-0.052158783745035464,0.9479045644402506,medium,good
butv116_01314,good,-0.5956811676968066,0.9673337861895561,medium,good
butv116_01316,good,-0.750475654848572,0.7979055121541024,medium,good
butv116_01324,good,-0.19790145228451717,0.8984987698495389,medium,good
butv116_01325,good,0.30464562726664524,0.8834587298333646,good,good
butv116_01327,good,-0.1862346975970608,0.8342723846435547,medium,good
butv116_01334,good,-0.11037727643769557,0.7287565618753433,medium,good
butv116_01364,good,-0.6522574969387522,0.8599551022052766,medium,good
butv116_01367,good,-0.8658991470107968,0.7305548191070557,medium,good
butv116_01375,good,0.08442318225356665,0.9471887052059174,good,good
butv116_01377,good,-0.5115411725356264,0.96132355555892,medium,good
butv116_01381,good,-0.04935409028019666,0.6705892831087112,medium,good
butv116_01402,good,0.6515048395256977,0.9939752912614495,good,good
butv116_01411,good,-0.21376558420776404,0.9375793375074862,medium,good
butv116_01424,good,0.8277217326754869,0.9879955118522048,good,good
butv116_01429,good,0.6874877106616736,0.9928224687464535,good,good
butv116_01438,good,0.792541125046802,0.9909798074513673,good,good
butv116_01445,good,0.8108053089211715,0.9889481486752629,good,good
butv116_01452,good,0.8288328133004994,0.9711060598492621,good,good
butv116_01457,good,0.8962099048669832,0.9874030412174761,good,good
butv116_01475,good,0.8748414541228774,0.9932574529666454,good,good
butv116_01480,good,0.8785299979614506,0.9912188579328359,good,good
butv116_01489,good,0.1843459894108342,-0.21621033549308782,bad,medium
butv116_01491,good,0.058524418392564614,0.8303237333893776,good,good
butv116_01506,good,0.8512693473153247,0.9933952859137207,good,good
butv116_01534,good,0.8539573809840454,0.9949225699529051,good,good
butv116_01539,good,0.8662999124138776,0.995681697037071,good,good
butv116_01540,good,0.8680446668502539,0.9945107786916196,good,good
butv116_01553,good,0.8176948982649388,0.9933622449170798,good,good
butv116_01565,good,0.812785035118877,0.9941093232482673,good,good
butv116_01566,good,0.8243433066104431,0.977486507035792,good,good
butv116_01576,good,0.8754128880656297,0.989161457400769,good,good
butv116_01596,good,0.8192615686365571,0.9892571391537787,good,good
butv116_01607,good,0.7958052362149258,0.9946219208650292,good,good
butv116_01614,good,0.8247484084787204,0.9953609129879624,good,good
butv116_01624,good,0.22699213959133002,0.8370757102966309,good,good
butv116_01631,good,0.6111294271582133,0.9928784044459462,good,good
butv116_01645,good,0.7051351743555074,0.9941811715252699,good,good
butv116_01655,good,0.7999586070319391,0.9929515728726985,good,good
butv116_01659,good,0.8498719603482182,0.995137346442789,good,good
butv116_01660,good,0.8715192209659598,0.994562471518293,good,good
butv116_01662,good,0.8726633455424619,0.9964889715192841,good,good
butv116_01665,good,0.7653021858223132,0.9919158364646137,good,good
butv116_01682,good,0.21174920992689894,0.07454314827919012,good,good
butv116_01689,good,0.0561779319960371,0.6789611726999283,good,good
butv116_01690,good,0.8602118354165436,0.9941911399364473,good,good
butv116_01699,good,0.24563521129940125,0.8215769305825233,good,good
butv116_01702,good,0.8961864358248478,0.9938899641856551,good,good
butv116_01705,good,0.8464590971149196,0.9966869991039857,good,good
butv116_01706,good,0.7662311842901743,0.9937095080967994,good,good
butv116_01717,good,0.6875735535790546,0.9879659232683481,good,good
butv116_01721,good,0.2298527367625105,0.5137188732624054,good,good
butv116_01749,good,0.020998881784313417,0.9555160664021969,good,good
butv116_01752,good,0.19815972421181727,0.7505455613136292,good,good
butv116_01762,good,0.22751133367877396,0.7735179737210274,good,good
butv116_01767,good,0.40354686509877036,0.9314499348402023,good,good
butv116_01773,good,0.293144519310391,0.9105056524276733,good,good
butv116_01774,good,0.5492782957679746,0.9484176002442838,good,good
butv116_01785,good,0.44527534644362954,0.9612364899367095,good,good
butv116_01788,good,0.4641399531983579,0.9271637722849846,good,good
butv116_01792,good,0.17968894028584137,0.9418467525392771,good,good
butv116_01799,good,0.13462638448799702,0.18951460719108582,good,good
butv116_01802,good,0.45714500884574505,0.6196270436048508,good,good
butv116_01821,good,0.5821685426548564,0.7149304151535034,good,good
butv116_01827,good,-0.11251515001934481,-0.9393262341618538,medium,medium
butv116_01842,good,-0.6824596146669608,-0.9681714940816166,medium,medium
butv116_01873,good,0.32270071170428144,0.3000316917896271,good,good
butv116_01877,good,0.2609681244809435,-0.43291005492210394,good,medium
butv116_01893,good,0.32993382590256776,0.7458097338676453,good,good
butv116_01905,good,0.3952713516232105,0.5488819032907487,good,good
butv116_01907,good,0.15656593313082978,0.49869856238365173,good,good
butv116_01937,good,0.42151105767648694,0.6022169142961502,good,good
butv116_01938,good,0.3437890135893712,0.9061103835701941,good,good
butv116_01961,good,0.17792065224845133,0.31474843621253973,good,good
butv116_01983,good,0.016165290279506694,-0.33087611198425293,good,medium
butv116_01988,good,-0.09950874399596948,-0.8548774346709253,medium,medium
butv116_02002,good,0.3780339609563447,0.2880521416664124,good,good
butv116_02019,good,0.3125847352782821,0.6691761612892151,good,good
butv116_02025,good,-0.13546671903670865,-0.05170139670372015,medium,medium
butv116_02048,good,0.47249483245264656,-0.0894555151462555,good,medium
butv116_02100,good,0.40336049198075324,0.955408178269863,good,good
butv116_02118,good,0.5304687447598138,0.9588543623685838,good,good
butv116_02135,good,0.5019056300345747,0.9253826923668386,good,good
butv116_02136,good,0.6644886139282564,0.8269680812954905,good,good
butv116_02138,good,0.6127606661239349,0.6578536778688432,good,good
butv116_02139,good,0.5241693363191164,0.7492851167917252,good,good
butv116_02144,good,0.49733310633509,0.9485519770532845,good,good
butv116_02164,good,0.6893833891773438,0.8329593911767006,good,good
butv116_02198,good,0.8137749435455055,0.9598869252949952,good,good
butv116_02201,good,0.7743440638557907,0.8829019144177438,good,good
butv116_02203,good,0.7389662458530076,0.9386054053902625,good,good
butv116_02211,good,0.4257903382669146,0.8361677080392836,good,good
butv116_02238,good,0.701670469124736,0.9181710667908192,good,good
butv116_02244,good,0.8083769682725148,0.901017837226391,good,good
butv116_02248,good,0.7181912490186013,0.8283388838171959,good,good
butv116_02266,good,0.7262566471995954,-0.0493893027305603,good,medium
butv116_02272,good,0.7031176612447473,-0.25844904780387884,good,medium
butv116_02276,good,0.6861940230533946,0.19094225764274597,good,good
butv116_02279,good,0.6059610618141624,0.337567150592804,good,good
butv116_02307,good,0.7365192484196621,0.7120987325906754,good,good
butv116_02308,good,0.5406971756087597,0.8248888179659845,good,good
butv116_02310,good,0.8124507493557527,0.9058199152350426,good,good
butv116_02319,good,0.8158414012187896,0.8623834252357483,good,good
butv116_02322,good,0.7856486353948833,0.9838299760594964,good,good
butv116_02324,good,0.7434018856922943,0.9467810150235891,good,good
butv116_02328,good,0.8051365098634659,0.988646876066923,good,good
butv116_02329,good,0.600483578276364,0.6189506351947784,good,good
butv116_02338,good,0.6956698124611451,0.0739289522171021,good,good
butv116_02342,good,0.6121587869243323,0.8580926209688187,good,good
butv116_02363,good,0.7454379317424966,0.8778976872563362,good,good
butv116_02366,good,0.6033387223818873,0.7759423479437828,good,good
butv116_02408,good,0.11412666769285196,0.280920684337616,good,good
butv116_02411,good,0.12828733809235504,0.575242668390274,good,good
butv116_02413,good,0.8067285241622443,0.8633546233177186,good,good
butv116_02415,good,0.5406847902205061,0.19883519411087036,good,good
butv116_02417,good,0.5263810777351287,0.5387552082538606,good,good
butv116_02418,good,0.6903570915856391,0.7050354927778244,good,good
butv116_02424,good,0.6223049677934829,-0.5197285711765289,good,medium
butv116_02426,good,0.7519753090126725,-0.35430487990379333,good,medium
butv116_02441,good,0.1550506024415949,-0.45911249518394476,good,medium
butv116_02444,good,0.45641910409667674,0.8486519828438759,good,good
butv116_02448,good,0.6293540948324257,0.30175796151161194,good,good
butv116_02454,good,0.24918865727090855,0.046891629695892334,good,good
butv116_02480,good,0.7903783745613002,0.562905251979828,good,good
butv116_02483,good,0.7431377709650552,0.47934484481811523,good,good
butv116_02497,good,0.2754554797526098,0.9064528904855251,good,good
butv116_02501,good,0.2857680006063928,0.8428163751959801,good,good
butv116_02524,good,0.6682648288103223,0.5330654829740525,good,good
butv116_02528,good,0.7693781502834633,0.6770493537187576,good,good
butv116_02534,good,0.3949640012924717,0.7003035694360733,good,good
butv116_02537,good,0.6803006751987455,0.7915011867880822,good,good
butv116_02541,good,0.4148130762817941,0.950582776218653,good,good
butv116_02594,good,0.5926184563557135,0.8855642527341843,good,good
butv116_02633,good,0.8671913424594704,-0.0652737021446228,good,medium
butv116_02656,good,0.8622821857669988,-0.7833289951086044,good,medium
butv116_02660,good,0.7994514293381699,0.7041019052267075,good,good
butv116_02704,good,0.8633681831049227,0.9441819805651903,good,good
butv116_02706,good,0.847467149896926,0.7453113049268723,good,good
butv116_02712,good,0.6653589062490413,0.6417903006076813,good,good
butv116_02719,good,0.2515099820188355,-0.8193140923976899,good,medium
butv116_02725,good,0.7328402874484371,0.9395728167146444,good,good
butv116_02730,good,0.4445292931459459,0.5457001775503159,good,good
butv116_02740,good,0.7748542569266877,0.900046791881323,good,good
butv116_02750,good,0.4563503489018048,0.7335660755634309,good,good
butv116_02751,good,0.3601558525803879,0.28742051124572754,good,good
butv116_02772,good,0.5888979128307482,0.7248891741037369,good,good
butv116_02774,good,0.6558000404686476,0.809776209294796,good,good
butv116_02776,good,0.6793609145273714,0.30340376496315,good,good
butv116_02783,good,0.7311982789473012,0.5618658512830735,good,good
butv116_02795,good,0.8945571909682173,0.8646958321332932,good,good
butv116_02800,good,0.20153775023640247,0.41533440351486206,good,good
butv116_02835,good,0.5419242711839298,0.8679489567875861,good,good
butv116_02875,good,0.7635290352845635,-0.49248015880584717,good,medium
butv116_02879,good,0.46654080291274436,-0.2646906971931458,good,medium
butv116_02900,good,0.636032941025479,0.5725315660238266,good,good
butv116_02904,good,-0.10352553450191437,0.8128202855587006,medium,good
butv116_02920,good,0.6569520317569388,0.91583239287138,good,good
butv116_02932,good,0.4101624231233375,0.959359772503376,good,good
butv116_02942,good,0.3465904386344191,0.2593548893928528,good,good
butv116_02948,good,0.6319192442728577,0.9455216974020004,good,good
butv116_02951,good,0.511152589295568,0.8769628107547761,good,good
butv116_02969,good,0.0640346945089354,0.9033736139535904,good,good
butv116_02984,good,0.5528888434890102,0.882453478872776,good,good
butv116_02987,good,0.6867220844060757,0.9574849195778371,good,good
butv116_03005,good,0.3107644954800643,-0.29941147565841675,good,medium
butv116_03010,good,0.6341646081881949,0.7979471832513809,good,good
butv116_03020,good,0.3861893388643116,0.9829994319006801,good,good
butv116_03021,good,0.8010838970435576,0.9471929837018253,good,good
butv116_03028,good,0.8185250521236509,0.957027154043317,good,good
butv116_03029,good,0.39789459149330975,0.9664227608591319,good,good
butv116_03030,good,0.4037198996788088,0.9442263115197421,good,good
butv116_03054,good,-0.15750328855133916,0.23916587233543396,medium,good
butv116_03060,good,0.43635790348268055,0.952472411096096,good,good
butv116_03062,good,0.21595260577404962,0.9416164085268974,good,good
butv116_03075,good,0.7644951348149527,0.96060636267066,good,good
butv116_03076,good,0.8245107028785194,0.972534615546465,good,good
butv116_03092,good,0.35487712269788374,-0.7554003968834877,good,medium
butv116_03093,good,0.11364495642173866,-0.8371350765228273,good,medium
butv116_03108,good,-0.6480158300923676,0.10837534070014959,medium,good
butv116_03110,good,-0.5827095106136978,0.5749946087598801,medium,good
butv116_03111,good,-0.5338994935798894,-0.14190232753753662,medium,medium
butv116_03119,good,-0.5708642175409986,0.6139947175979614,medium,good
butv116_03120,good,-0.595055220392098,0.3743051886558533,medium,good
butv116_03123,good,-0.47840079243891687,0.11003017425537115,medium,good
butv116_03129,good,-0.6045571494017487,0.6559888422489167,medium,good
butv116_03155,good,0.24295743314610713,0.99297243822366,good,good
butv116_03158,good,-0.529626541996195,0.8719844147562982,medium,good
butv116_03161,good,0.07623117327374201,0.973938043229282,good,good
butv116_03162,good,0.17162903458842904,0.9854038031771781,good,good
butv116_03167,good,0.5531883688073413,0.9955795321147888,good,good
butv116_03170,good,-0.4952846529896715,0.24891626834869385,medium,good
butv116_03189,good,0.09034286510337508,0.9681548643857241,good,good
butv116_03192,good,-0.17793094179101687,0.9541657976806165,medium,good
butv116_03195,good,-0.21409690513462049,0.5782575756311417,medium,good
butv116_03206,good,0.47354541201261874,0.9882268533110621,good,good
butv116_03207,good,0.47216529166658516,0.9867354878224432,good,good
butv116_03208,good,0.314277955318682,0.984044695273042,good,good
butv116_03210,good,0.23644630851150833,0.9328619651496411,good,good
butv116_03224,good,0.7210332351694471,0.9944957543630153,good,good
butv116_03240,good,0.08772985982521242,0.9906797511503102,good,good
butv116_03243,good,-0.027105416876030575,0.9875631150789561,medium,good
butv116_03245,good,-0.36575574400699773,-0.041466742753982544,medium,medium
butv116_03248,good,-0.32548984106698875,-0.01496267318725586,medium,medium
butv116_03259,good,-0.029681875742367025,0.9111743643879893,medium,good
butv116_03265,good,-0.17923891809440284,0.689367339015007,medium,good
butv116_03269,good,-0.03862315854360121,0.5003993213176727,medium,good
butv116_03275,good,0.1461412863972919,0.840698376297951,good,good
butv116_03279,good,0.4410807700500334,0.9389434102922678,good,good
butv116_03326,good,-0.3322204194319338,0.39814352989196783,medium,good
butv116_03349,good,0.011227607384251659,0.9561516456305981,good,good
butv116_03376,good,0.5640798427099303,0.9812994133681059,good,good
butv116_03392,good,0.5181536287594084,0.379596084356308,good,good
butv116_03404,good,0.5602799055149397,0.9352695420384408,good,good
butv116_03430,good,0.4448899541359003,0.40177968144416815,good,good
