rank,record_id,source_idx,time_s,z,l_detail,mlp_gm_margin,conformer_gm_margin
1,butv116_10291,32570,0.0,-0.060564464189309136,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.008,-0.06400132943969786,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.016,-0.07039928669600214,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.024,0.09083243912243497,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.032,0.11791015708491556,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.04,0.10570077491496294,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.048,0.12876599122906426,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.056,0.1461826265840118,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.064,0.1393193438656513,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.072,0.1722481771109084,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.08,0.1734446302635611,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.088,0.2252892295949638,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.096,0.23371022625343668,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.104,0.266040174684065,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.112,0.30504552781546235,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.12,0.2980939711392279,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.128,0.33273881763379126,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.136,0.3640437349717981,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.144,0.39709326391259026,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.152,0.4632517313022344,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.16,0.4816034992037789,0.4821931042779894,-0.2549508551195938,0.9770236583426595
1,butv116_10291,32570,0.168,0.561727794650534,0.4821931042779894,-0.2549508551195938,0.9770236583426595
