orig_idx,gen_idx,orig_score,gen_score,corr,stat_gap,pair_score,gen_type
22467,27534,3.7666689081455473,3.7942875639830644,0.999997981450739,0.013429084973994393,6.8367855321599045,ptb_morph
22467,23260,3.7666689081455473,3.7671106053513475,0.9999999186646579,0.0003847084893563238,6.833087095150793,but_native_morph
22467,24446,3.7666689081455473,3.7667344710950275,0.99997703060272,0.0016152061559763925,6.830512086737913,but_native_morph
22467,24679,3.7666689081455473,3.7630756786552166,0.9999766707869597,0.001343411877688716,6.827342775870052,but_native_morph
22430,27534,2.9206284197775885,3.7942875639830644,0.02242842616636942,0.027176805601432735,6.650297835361616,ptb_morph
22430,24446,2.9206284197775885,3.7667344710950275,0.02014180037800225,0.03547155284898636,6.609414835479838,but_native_morph
22467,22963,3.7666689081455473,2.9227624104296184,0.023341468293879165,0.03584726599882383,6.608567211971567,but_native_morph
22430,23260,2.9206284197775885,3.7671106053513475,0.020878451775570694,0.03642530089272764,6.607558567279127,but_native_morph
22467,23803,3.7666689081455473,2.9214745109485194,0.02328309498878207,0.03733568191088282,6.60464102516233,but_native_morph
22430,24679,2.9206284197775885,3.7630756786552166,0.02003117754104948,0.037634501568402534,6.601940171330947,but_native_morph
22467,23038,3.7666689081455473,2.918199864304293,0.021277021615059837,0.03838346887272523,6.600884613348393,but_native_morph
22467,27497,3.7666689081455473,2.9182151359237336,0.021393827582155252,0.03945334729067412,6.598892339638559,ptb_morph
22467,31469,3.7666689081455473,2.9121472155002173,0.019431745619288704,0.04348497198516277,6.58694095213897,ptb_morph
22467,27647,3.7666689081455473,2.863861494481143,0.028556834015234882,0.050705781530660035,6.519270212060838,ptb_morph
22483,27534,2.413722541911549,3.7942875639830644,-0.34462641270024136,0.09022923053905048,6.045597490924323,ptb_morph
22467,27550,3.7666689081455473,2.4246621848544128,-0.34582393995190414,0.10285134091408045,6.006198679354615,ptb_morph
22483,24446,2.413722541911549,3.7667344710950275,-0.34925643805970946,0.0985239777866041,6.003113852990689,but_native_morph
22467,23001,3.7666689081455473,2.4146301906699845,-0.34400939766342387,0.09919660193588074,6.002745215330947,but_native_morph
22483,23260,2.413722541911549,3.7671106053513475,-0.34414529422602047,0.09947772583034539,6.001773240768275,but_native_morph
22467,25673,3.7666689081455473,2.4141760213350265,-0.34396686314465796,0.10063723060343892,5.999697914394384,but_native_morph
22467,25623,3.7666689081455473,2.4121270447729186,-0.34407050164288244,0.10080017265103215,5.997355642146608,but_native_morph
22483,24679,2.413722541911549,3.7630756786552166,-0.34929531427351396,0.10068692650602028,5.995561752855929,but_native_morph
22431,27534,2.295815978174632,3.7942875639830644,0.1928123008219002,0.08707723168527265,5.798395914548875,ptb_morph
22431,24446,2.295815978174632,3.7667344710950275,0.18735085590459874,0.09537197893282627,5.759735288057353,but_native_morph
22431,23260,2.295815978174632,3.7671106053513475,0.19287070577782736,0.09632572697656755,5.7545307809236785,but_native_morph
22431,24679,2.295815978174632,3.7630756786552166,0.1872668783409912,0.09753492765224245,5.752241972217118,but_native_morph
22467,30770,3.7666689081455473,2.3142906986658587,0.19376321382233047,0.1079582280675213,5.751000546614236,ptb_morph
22467,24538,3.7666689081455473,2.2948248356768386,0.20046080415030185,0.09585367562517669,5.748634564791856,but_native_morph
22467,26174,3.7666689081455473,2.29410914091901,0.20061843261480225,0.09719380716853182,5.745396293330839,but_native_morph
22467,30784,3.7666689081455473,2.2935241050705475,0.18780996378280565,0.10453517606235051,5.7405627216559,ptb_morph
22467,27498,3.7666689081455473,2.2771913107649895,0.19460361529325707,0.10471545643652848,5.719149866619506,ptb_morph
22465,27534,1.9685628602146188,3.7942875639830644,-0.47623575608141333,0.08901337431735919,5.602626350426437,ptb_morph
22465,24446,1.9685628602146188,3.7667344710950275,-0.477468063053578,0.09730812156491281,5.560142712492803,but_native_morph
22465,23260,1.9685628602146188,3.7671106053513475,-0.4775270324990125,0.0982618696086541,5.558802100270389,but_native_morph
22467,23956,3.7666689081455473,1.9685110781615391,-0.47696824129939314,0.09970374369263284,5.555713247660347,but_native_morph
22465,24679,1.9685628602146188,3.7630756786552166,-0.47756198805953093,0.09947107028432899,5.552590612358043,but_native_morph
22467,26400,3.7666689081455473,1.9716974432054746,-0.4766050766252081,0.11099831970695308,5.538569375878507,ptb_morph
22467,24741,3.7666689081455473,1.9512159534767781,-0.47866601103306156,0.10061205901937688,5.536783155387447,but_native_morph
22467,22839,3.7666689081455473,1.9490143258278183,-0.47870793529884775,0.10124406778036125,5.533443911968715,but_native_morph
22444,27534,2.1578872410886074,3.7942875639830644,0.7754950752036549,0.08898537682095238,5.249154574151399,ptb_morph
22444,23260,2.1578872410886074,3.7671106053513475,0.7751610821131676,0.0982338721122473,5.2055641191586925,but_native_morph
22444,24446,2.1578872410886074,3.7667344710950275,0.7781224379351869,0.097280124068506,5.204831782305693,but_native_morph
22467,26735,3.7666689081455473,2.169686376614802,0.775560849791379,0.10547945442005019,5.203599671950293,ptb_morph
22430,27550,2.9206284197775885,2.4246621848544128,0.03547565310308508,0.06614376740059726,5.201398866138767,ptb_morph
22444,24679,2.1578872410886074,3.7630756786552166,0.7781289986413805,0.09944307278792218,5.197275089676597,but_native_morph
22483,31469,2.413722541911549,2.9121472155002173,0.03965615032866357,0.05627502646593817,5.196815404543012,ptb_morph
22483,23803,2.413722541911549,2.9214745109485194,0.037883625066534594,0.062424316540218114,5.196314745541101,but_native_morph
22483,27497,2.413722541911549,2.9182151359237336,0.03867525643031777,0.060306651160426814,5.196313026245292,ptb_morph
22430,23001,2.9206284197775885,2.4146301906699845,0.038773765990370856,0.06248902842239755,5.195636723093998,but_native_morph
22483,22963,2.413722541911549,2.9227624104296184,0.03769422842641248,0.0639127324522771,5.19505607402858,but_native_morph
22483,23038,2.413722541911549,2.918199864304293,0.038357306236619176,0.06137652957837571,5.194594538609133,but_native_morph
22430,25673,2.9206284197775885,2.4141760213350265,0.03934161289782705,0.06392965708995572,5.192191929322216,but_native_morph
22430,25623,2.9206284197775885,2.4121270447729186,0.037952429707923396,0.06409259913754896,5.1908220853073725,but_native_morph
22467,30944,3.7666689081455473,2.158541056169251,0.7753797627079295,0.11309818908190371,5.1788673900718205,ptb_morph
22483,27647,2.413722541911549,2.863861494481143,0.03516506430916593,0.0490542169204409,5.164670900919483,ptb_morph
22430,22963,2.9206284197775885,2.9227624104296184,0.999988616368694,0.0010999797848672138,5.141418835136361,but_native_morph
22430,23803,2.9206284197775885,2.9214745109485194,0.9999883743810996,0.0009208452330164429,5.140453547239909,but_native_morph
22430,23038,2.9206284197775885,2.918199864304293,0.9999999266796948,0.0022161920369182797,5.134839189739642,but_native_morph
22430,27497,2.9206284197775885,2.9182151359237336,0.999999890541165,0.0037270834005417863,5.132134882201532,ptb_morph
22533,27534,1.94239457428519,3.7942875639830644,0.6023387370407356,0.10326924747564206,5.129160376883584,ptb_morph
22430,31469,2.9206284197775885,2.9121472155002173,0.9999972022513273,0.009084242054562153,5.116425958003664,ptb_morph
22442,27534,1.5698020695601111,3.7942875639830644,-0.4128806895951863,0.14089559072304852,5.110477570241688,ptb_morph
22467,27598,3.7666689081455473,1.9574346170927137,0.6006451078890573,0.11718772070495598,5.0927140524470005,ptb_morph
22533,24446,1.94239457428519,3.7667344710950275,0.6005931020554032,0.11156399472319568,5.087898683439683,but_native_morph
22533,23260,1.94239457428519,3.7671106053513475,0.6026516505840153,0.11251774276693696,5.085117087247241,but_native_morph
